,Unnamed: 0.1,Unnamed: 0,Año,Sector,Código de sector,Entidad,Código de entidad,Tipo de gasto,Apropiación a precios corrientes,Apropiación a precios constantes (2025),Indice_base_2025
1307,1307,1307,2017,Registraduría,28,Fondo rotatorio de la registraduría,2802,Inversión,46155453971.0,72365168812.5796,63.781311822182275
1308,1308,1308,2017,Registraduría,28,Fondo social de vivienda de la registraduría nacional del estado civil,2803,Funcionamiento,15741704000.0,24680746679.97852,63.781311822182275
1309,1309,1309,2017,Fiscalía,29,Fiscalía general de la nación,2901,Funcionamiento,2848629548670.0,4466244840827.004,63.781311822182275
1310,1310,1310,2017,Fiscalía,29,Fiscalía general de la nación,2901,Inversión,126553230810.0,198417416002.3885,63.781311822182275
1311,1311,1311,2017,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Funcionamiento,163123430279.0,255754272871.92908,63.781311822182275
1312,1312,1312,2017,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Inversión,35483769190.0,55633489146.36031,63.781311822182275
1313,1313,1313,2017,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Funcionamiento,155356645000.0,243577061307.74356,63.781311822182275
1314,1314,1314,2017,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Inversión,165231195108.0,259058947499.6261,63.781311822182275
1315,1315,1315,2017,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales - ideam",3202,Funcionamiento,44313738000.0,69477620848.476,63.781311822182275
1316,1316,1316,2017,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales - ideam",3202,Inversión,27014305057.0,42354577360.07993,63.781311822182275
1317,1317,1317,2017,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Funcionamiento,22509817000.0,35292182548.32349,63.781311822182275
1318,1318,1318,2017,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Inversión,123044525296.0,192916266192.57895,63.781311822182275
1319,1319,1319,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de los valles del sinú y san jorge (cvs),3208,Funcionamiento,2654029000.0,4161138935.804962,63.781311822182275
1320,1320,1320,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del quindío (crq),3209,Funcionamiento,4396273000.0,6892729036.769412,63.781311822182275
1321,1321,1321,2017,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del urabá (corpourabá),3210,Funcionamiento,3131530000.0,4909792399.269681,63.781311822182275
1322,1322,1322,2017,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del urabá (corpourabá),3210,Inversión,1358400000.0,2129777455.4827626,63.781311822182275
1323,1323,1323,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de caldas (corpocaldas),3211,Funcionamiento,3073597000.0,4818961718.079691,63.781311822182275
1324,1324,1324,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),3212,Funcionamiento,1811828000.0,2840687888.407261,63.781311822182275
1325,1325,1325,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),3212,Inversión,2465800000.0,3866022710.3426056,63.781311822182275
1326,1326,1326,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para la defensa de la meseta de bucaramanga (cdmb),3213,Funcionamiento,1054350000.0,1653070421.2222104,63.781311822182275
1327,1327,1327,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del tolima (cortolima),3214,Funcionamiento,1805519000.0,2830796276.2410054,63.781311822182275
1328,1328,1328,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de risaralda (carder),3215,Funcionamiento,2175035000.0,3410144661.2823544,63.781311822182275
1329,1329,1329,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de nariño (corponariño),3216,Funcionamiento,2164607000.0,3393795044.596714,63.781311822182275
1330,1330,1330,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la frontera nororiental (corponor),3217,Funcionamiento,3026058000.0,4744427346.42466,63.781311822182275
1331,1331,1331,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la guajira (corpoguajira),3218,Funcionamiento,3241557000.0,5082299042.448717,63.781311822182275
1332,1332,1332,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cesar (corpocesar),3219,Funcionamiento,2469671000.0,3872091886.2334876,63.781311822182275
1333,1333,1333,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cauca (crc),3221,Funcionamiento,4982420000.0,7811723932.381055,63.781311822182275
1334,1334,1334,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del magdalena (corpamag),3222,Funcionamiento,4120933000.0,6461035187.687681,63.781311822182275
1335,1335,1335,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del magdalena (corpamag),3222,Inversión,5407474704.0,8478149083.975651,63.781311822182275
1336,1336,1336,2017,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),3223,Funcionamiento,1937788000.0,3038175203.1103,63.781311822182275
1337,1337,1337,2017,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),3224,Funcionamiento,1968025000.0,3085582506.497691,63.781311822182275
1338,1338,1338,2017,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),3224,Inversión,2424300000.0,3800956629.3631186,63.781311822182275
1339,1339,1339,2017,Ambiente y desarrollo sostenible,32,"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)",3226,Funcionamiento,1939067000.0,3040180492.6903667,63.781311822182275
1340,1340,1340,2017,Ambiente y desarrollo sostenible,32,"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)",3226,Inversión,736600000.0,1154883740.951563,63.781311822182275
1341,1341,1341,2017,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),3227,Funcionamiento,2187903000.0,3430319849.958114,63.781311822182275
1342,1342,1342,2017,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),3228,Funcionamiento,1910866000.0,2995965346.9144025,63.781311822182275
1343,1343,1343,2017,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),3228,Inversión,205640000.0,322414190.1836538,63.781311822182275
1344,1344,1344,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la orinoquia (corporinoquia),3229,Funcionamiento,1718021000.0,2693611891.81828,63.781311822182275
1345,1345,1345,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de sucre (carsucre),3230,Funcionamiento,2237284000.0,3507742214.8942113,63.781311822182275
1346,1346,1346,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del alto magdalena (cam),3231,Funcionamiento,2074005000.0,3251744030.888197,63.781311822182275
1347,1347,1347,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del alto magdalena (cam),3231,Inversión,3051800000.0,4784787130.920417,63.781311822182275
1348,1348,1348,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del centro de antioquia (corantioquia),3232,Funcionamiento,2046407000.0,3208474303.108152,63.781311822182275
1349,1349,1349,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del atlántico (cra),3233,Funcionamiento,1625464000.0,2548495716.9455485,63.781311822182275
1350,1350,1350,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de santander (cas),3234,Funcionamiento,2011929000.0,3154417716.601869,63.781311822182275
1351,1351,1351,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de boyacá (corpoboyacá),3235,Funcionamiento,1969961000.0,3088617878.3718185,63.781311822182275
1352,1352,1352,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de boyacá (corpoboyacá),3235,Inversión,1523500000.0,2388630707.7650094,63.781311822182275
1353,1353,1353,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de chivor (corpochivor),3236,Funcionamiento,1896056000.0,2972745379.2202773,63.781311822182275
1354,1354,1354,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del guavio (corpoguavio),3237,Funcionamiento,699846000.0,1097258711.0643322,63.781311822182275
1355,1355,1355,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del guavio (corpoguavio),3237,Inversión,287222427.0,450323799.8628117,63.781311822182275
1356,1356,1356,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del canal del dique (cardique),3238,Funcionamiento,2055011000.0,3221964147.945441,63.781311822182275
1357,1357,1357,2017,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del sur de bolivar (csb),3239,Funcionamiento,2244616000.0,3519237745.153044,63.781311822182275
1358,1358,1358,2017,"Ministerio de las culturas, las artes y los saberes ancestrales",33,"Ministerio de las culturas, las artes y los saberes",3301,Funcionamiento,179262444269.0,281057944949.09546,63.781311822182275
1359,1359,1359,2017,"Ministerio de las culturas, las artes y los saberes ancestrales",33,"Ministerio de las culturas, las artes y los saberes",3301,Inversión,122761924234.0,192473188033.90472,63.781311822182275
1360,1360,1360,2017,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Archivo general de la nación,3304,Funcionamiento,10614484296.0,16641997464.072895,63.781311822182275
1361,1361,1361,2017,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Archivo general de la nación,3304,Inversión,19147169992.0,30020031644.03538,63.781311822182275
1362,1362,1362,2017,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto colombiano de antropología e historia,3305,Funcionamiento,6118524448.0,9592973667.675585,63.781311822182275
1363,1363,1363,2017,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto colombiano de antropología e historia,3305,Inversión,9645647676.0,15122999826.17381,63.781311822182275
1364,1364,1364,2017,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto caro y cuervo,3307,Funcionamiento,6664437535.0,10448887526.145548,63.781311822182275
1365,1365,1365,2017,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto caro y cuervo,3307,Inversión,5408952597.0,8480466209.412205,63.781311822182275
1366,1366,1366,2017,Organismos de control,25,Auditoría general de la república,3401,Funcionamiento,25980476793.0,40733682093.95208,63.781311822182275
1367,1367,1367,2017,Organismos de control,25,Auditoría general de la república,3401,Inversión,6012944837.0,9427439896.130796,63.781311822182275
1368,1368,1368,2017,"Comercio, industria y turismo",35,"Ministerio de comercio, industria y turismo",3501,Funcionamiento,371940343333.0,583149409610.6757,63.781311822182275
1369,1369,1369,2017,"Comercio, industria y turismo",35,"Ministerio de comercio, industria y turismo",3501,Inversión,204759920000.0,321034350266.8242,63.781311822182275
1370,1370,1370,2017,"Comercio, industria y turismo",35,Superintendencia de sociedades,3502,Funcionamiento,118464675333.0,185735714660.85712,63.781311822182275
1371,1371,1371,2017,"Comercio, industria y turismo",35,Superintendencia de sociedades,3502,Inversión,12006500000.0,18824479548.92063,63.781311822182275
1372,1372,1372,2017,"Comercio, industria y turismo",35,Superintendencia de industria y comercio,3503,Funcionamiento,70078883333.0,109873693925.22829,63.781311822182275
1373,1373,1373,2017,"Comercio, industria y turismo",35,Superintendencia de industria y comercio,3503,Inversión,87360813320.0,136969295275.0105,63.781311822182275
1374,1374,1374,2017,"Comercio, industria y turismo",35,Unidad administrativa especial junta central contadores,3504,Funcionamiento,6053050000.0,9490319071.6357,63.781311822182275
1375,1375,1375,2017,"Comercio, industria y turismo",35,Unidad administrativa especial junta central contadores,3504,Inversión,14771000000.0,23158821256.578243,63.781311822182275
1376,1376,1376,2017,"Comercio, industria y turismo",35,Instituto nacional de metrología - inm,3505,Funcionamiento,11042005000.0,17312288951.949306,63.781311822182275
1377,1377,1377,2017,"Comercio, industria y turismo",35,Instituto nacional de metrología - inm,3505,Inversión,7902094592.0,12389357268.20808,63.781311822182275
1378,1378,1378,2017,Trabajo,36,Ministerio del trabajo,3601,Funcionamiento,22108709396281.0,34663303034466.426,63.781311822182275
1379,1379,1379,2017,Trabajo,36,Ministerio del trabajo,3601,Inversión,1506239419190.0,2361568578879.794,63.781311822182275
1380,1380,1380,2017,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Funcionamiento,74726294640.0,117160172008.27031,63.781311822182275
1381,1381,1381,2017,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Deuda,337000000.0,528367934.7008915,63.781311822182275
1382,1382,1382,2017,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Inversión,3230960057827.0,5065684548531.527,63.781311822182275
1383,1383,1383,2017,Trabajo,36,Unidad administrativa especial de organizaciones solidarias,3612,Funcionamiento,5923711000.0,9287533966.869297,63.781311822182275
1384,1384,1384,2017,Trabajo,36,Unidad administrativa especial de organizaciones solidarias,3612,Inversión,3580800000.0,5614183681.2372465,63.781311822182275
1385,1385,1385,2017,Trabajo,36,Unidad administrativa especial del servicio público de empleo,3613,Funcionamiento,9769248000.0,15316787505.462357,63.781311822182275
1386,1386,1386,2017,Trabajo,36,Unidad administrativa especial del servicio público de empleo,3613,Inversión,15098080000.0,23671636046.138973,63.781311822182275
1387,1387,1387,2017,Interior,37,Ministerio del interior,3701,Funcionamiento,322896715168.0,506255995593.5257,63.781311822182275
1388,1388,1388,2017,Interior,37,Ministerio del interior,3701,Inversión,63095302637.0,98924435441.06648,63.781311822182275
1389,1389,1389,2017,Interior,37,Dirección nacional del derecho de autor,3703,Funcionamiento,3422043507.0,5365276143.175625,63.781311822182275
1390,1390,1390,2017,Interior,37,Dirección nacional del derecho de autor,3703,Inversión,475000000.0,744732252.174847,63.781311822182275
1391,1391,1391,2017,Interior,37,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,3704,Funcionamiento,2674833633.0,4193757633.046565,63.781311822182275
1392,1392,1392,2017,Interior,37,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,3704,Inversión,13000000000.0,20382145848.995815,63.781311822182275
1393,1393,1393,2017,Interior,37,Unidad nacional de protección - unp,3708,Funcionamiento,440796000000.0,691105258588.766,63.781311822182275
1394,1394,1394,2017,Interior,37,Unidad nacional de protección - unp,3708,Inversión,2309000000.0,3620182674.256256,63.781311822182275
1395,1395,1395,2017,Interior,37,Dirección nacional de bomberos,3709,Funcionamiento,4438000000.0,6958151021.37257,63.781311822182275
1396,1396,1396,2017,Interior,37,Dirección nacional de bomberos,3709,Inversión,31310000000.0,49089614348.61991,63.781311822182275
1397,1397,1397,2017,Empleo público,5,Comisión nacional del servicio civil,3801,Funcionamiento,17843233926.0,27975645869.03709,63.781311822182275
1398,1398,1398,2017,Empleo público,5,Comisión nacional del servicio civil,3801,Inversión,37854000000.0,59349672997.52981,63.781311822182275
1399,1399,1399,2017,"Ciencia, tecnología e innovación",39,"Departamento administrativo de ciencia, tecnología e innovación (colciencias)",3901,Funcionamiento,22119825456.0,34680731430.65556,63.781311822182275
1400,1400,1400,2017,"Ciencia, tecnología e innovación",39,"Departamento administrativo de ciencia, tecnología e innovación (colciencias)",3901,Inversión,336998211573.0,528365130702.4334,63.781311822182275
1401,1401,1401,2017,"Vivienda, ciudad y territorio",40,"Ministerio de vivienda, ciudad y territorio",4001,Funcionamiento,1939915160725.0,3041510287736.5464,63.781311822182275
1402,1402,1402,2017,"Vivienda, ciudad y territorio",40,"Ministerio de vivienda, ciudad y territorio",4001,Inversión,392227137822.0,614956209924.7836,63.781311822182275
1403,1403,1403,2017,"Vivienda, ciudad y territorio",40,Fondo nacional de vivienda - fonvivienda,4002,Funcionamiento,2459000000.0,3855361280.2062078,63.781311822182275
1404,1404,1404,2017,"Vivienda, ciudad y territorio",40,Fondo nacional de vivienda - fonvivienda,4002,Inversión,1470958690550.0,2306253428356.769,63.781311822182275
1405,1405,1405,2017,Inclusión social y reconciliación,41,Departamento administrativo para la prosperidad social,4101,Funcionamiento,174844239903.0,274130830658.44302,63.781311822182275
1406,1406,1406,2017,Inclusión social y reconciliación,41,Departamento administrativo para la prosperidad social,4101,Inversión,2480927729383.0,3889740832392.486,63.781311822182275
1407,1407,1407,2017,Inclusión social y reconciliación,41,Unidad de atención y reparación integral a las víctimas,4104,Funcionamiento,594512066667.0,932110127061.1321,63.781311822182275
1408,1408,1408,2017,Inclusión social y reconciliación,41,Unidad de atención y reparación integral a las víctimas,4104,Inversión,1162468155286.0,1822584268142.4897,63.781311822182275
1409,1409,1409,2017,Inclusión social y reconciliación,41,Centro de memoria histórica,4105,Funcionamiento,11654816667.0,18273090242.315483,63.781311822182275
1410,1410,1410,2017,Inclusión social y reconciliación,41,Centro de memoria histórica,4105,Inversión,33417562722.0,52393972101.366875,63.781311822182275
1411,1411,1411,2017,Igualdad y equidad,46,Instituto colombiano de bienestar familiar (icbf),4602,Funcionamiento,353511941541.0,554256303988.488,63.781311822182275
1412,1412,1412,2017,Igualdad y equidad,46,Instituto colombiano de bienestar familiar (icbf),4602,Inversión,5260162290480.0,8247184230303.941,63.781311822182275
1413,1413,1413,2017,Inteligencia,42,Departamento administrativo dirección nacional de inteligencia,4201,Funcionamiento,81964000000.0,128507861720.54561,63.781311822182275
1414,1414,1414,2017,Inteligencia,42,Departamento administrativo dirección nacional de inteligencia,4201,Inversión,8630885526.0,13531997507.455305,63.781311822182275
1415,1415,1415,2017,Deporte y recreación,43,"Departamento administrativo del deporte, la recreación, la actividad física y el aprovechamiento del tiempo libre (coldeportes)",4301,Funcionamiento,55688723673.0,87311976003.65475,63.781311822182275
1416,1416,1416,2017,Deporte y recreación,43,"Departamento administrativo del deporte, la recreación, la actividad física y el aprovechamiento del tiempo libre (coldeportes)",4301,Inversión,343170094127.0,538041762270.0104,63.781311822182275
1417,1417,1417,2018,Congreso de la república,1,Congreso de la república,101,Funcionamiento,472793488892.0,712132753277.1216,66.39120117931378
1418,1418,1418,2018,Congreso de la república,1,Congreso de la república,101,Inversión,79647000000.0,119966198208.83205,66.39120117931378
1419,1419,1419,2018,Presidencia de la república,2,Presidencia de la república,201,Funcionamiento,167941000000.0,252956712661.98926,66.39120117931378
1420,1420,1420,2018,Presidencia de la república,2,Presidencia de la república,201,Inversión,40016314740.0,60273521233.515976,66.39120117931378
1421,1421,1421,2018,Presidencia de la república,2,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",209,Funcionamiento,27988000000.0,42156188625.67066,66.39120117931378
1422,1422,1422,2018,Presidencia de la república,2,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",209,Inversión,165242241492.0,248891778664.61963,66.39120117931378
1423,1423,1423,2018,Presidencia de la república,2,Unidad nacional para la gestión del riesgo de desastres,211,Funcionamiento,99229000000.0,149461070499.38098,66.39120117931378
1424,1424,1424,2018,Presidencia de la república,2,Unidad nacional para la gestión del riesgo de desastres,211,Inversión,896432618.0,1350228045.3984482,66.39120117931378
1425,1425,1425,2018,Presidencia de la república,2,Agencia para la reincorporación y la normalización - arn,212,Funcionamiento,134269513529.0,202239922073.94464,66.39120117931378
1426,1426,1426,2018,Presidencia de la república,2,Agencia para la reincorporación y la normalización - arn,212,Inversión,1324509697.0,1995007882.7805448,66.39120117931378
1427,1427,1427,2018,Presidencia de la república,2,Agencia nacional inmobiliaria virgilio barco vargas,213,Funcionamiento,4738473300.0,7137200737.191086,66.39120117931378
1428,1428,1428,2018,Presidencia de la república,2,Agencia nacional inmobiliaria virgilio barco vargas,213,Inversión,1414000000.0,2129800297.15229,66.39120117931378
1429,1429,1429,2018,Planeación,3,Departamento administrativo nacional de planeación,301,Funcionamiento,69873606947.0,105245282064.23125,66.39120117931378
1430,1430,1430,2018,Planeación,3,Departamento administrativo nacional de planeación,301,Inversión,335491747975.0,505325618478.9932,66.39120117931378
1431,1431,1431,2018,Planeación,3,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,303,Funcionamiento,9224566040.0,13894259896.105322,66.39120117931378
1432,1432,1432,2018,Planeación,3,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,303,Inversión,9000000000.0,13556013206.768469,66.39120117931378
1433,1433,1433,2018,Planeación,3,Superintendencia de servicios públicos domiciliarios,324,Funcionamiento,96363065000.0,145144331309.40982,66.39120117931378
1434,1434,1434,2018,Planeación,3,Superintendencia de servicios públicos domiciliarios,324,Inversión,19113236000.0,28788808848.89806,66.39120117931378
1435,1435,1435,2018,Información estadistíca,4,Departamento administrativo nacional de estadística (dane),401,Funcionamiento,77844211993.0,117250796205.28802,66.39120117931378
1436,1436,1436,2018,Información estadistíca,4,Departamento administrativo nacional de estadística (dane),401,Inversión,344962928167.0,519591334453.04156,66.39120117931378
1437,1437,1437,2018,Información estadistíca,4,Fondo rotatorio del dane,402,Funcionamiento,1372239420.0,2066899522.263145,66.39120117931378
1438,1438,1438,2018,Información estadistíca,4,Fondo rotatorio del dane,402,Inversión,7731000000.0,11644615344.614115,66.39120117931378
1439,1439,1439,2018,Información estadistíca,4,Instituto geográfico agustín codazzi - igac,403,Funcionamiento,57149991457.0,86080670995.31079,66.39120117931378
1440,1440,1440,2018,Información estadistíca,4,Instituto geográfico agustín codazzi - igac,403,Inversión,100943112404.0,152042907208.99313,66.39120117931378
1441,1441,1441,2018,Empleo público,5,Departamento administrativo de la función pública,501,Funcionamiento,18287435459.0,27544968511.125557,66.39120117931378
1442,1442,1442,2018,Empleo público,5,Departamento administrativo de la función pública,501,Inversión,11990678600.0,18060644162.190674,66.39120117931378
1443,1443,1443,2018,Empleo público,5,Escuela superior de administración pública (esap),503,Funcionamiento,53844275765.0,81101523708.80261,66.39120117931378
1444,1444,1444,2018,Empleo público,5,Escuela superior de administración pública (esap),503,Inversión,393718017732.0,593027405346.4105,66.39120117931378
1445,1445,1445,2018,Relaciones exteriores,11,Ministerio de relaciones exteriores,1101,Funcionamiento,404528000000.0,609309656723.0707,66.39120117931378
1446,1446,1446,2018,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Funcionamiento,320788000000.0,483178484952.5382,66.39120117931378
1447,1447,1447,2018,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Inversión,53361000000.0,80373602302.93027,66.39120117931378
1448,1448,1448,2018,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Funcionamiento,97859000000.0,147397544044.5728,66.39120117931378
1449,1449,1449,2018,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Inversión,18788688121.0,28299967145.125538,66.39120117931378
1450,1450,1450,2018,Justicia y el derecho,12,Ministerio de justicia y del derecho,1201,Funcionamiento,68020003354.0,102453340421.25105,66.39120117931378
1451,1451,1451,2018,Justicia y el derecho,12,Ministerio de justicia y del derecho,1201,Inversión,25472214192.0,38366852443.59858,66.39120117931378
1452,1452,1452,2018,Justicia y el derecho,12,Superintendencia de notariado y registro,1204,Funcionamiento,288390882668.0,434381179351.0027,66.39120117931378
1453,1453,1453,2018,Justicia y el derecho,12,Superintendencia de notariado y registro,1204,Inversión,41427391319.0,62398918204.70327,66.39120117931378
1454,1454,1454,2018,Justicia y el derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Funcionamiento,1071259990266.0,1613557175103.173,66.39120117931378
1455,1455,1455,2018,Justicia y el derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Inversión,2697052230.0,4062363961.024928,66.39120117931378
1456,1456,1456,2018,Justicia y el derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Funcionamiento,33114135775.0,49877295766.29158,66.39120117931378
1457,1457,1457,2018,Justicia y el derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Inversión,5910365208.0,8902332090.719208,66.39120117931378
1458,1458,1458,2018,Justicia y el derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Funcionamiento,670484958860.0,1009900328582.8638,66.39120117931378
1459,1459,1459,2018,Justicia y el derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Inversión,357939873646.0,539137517152.6903,66.39120117931378
1460,1460,1460,2018,Hacienda,13,Ministerio de hacienda y crédito público,1301,Funcionamiento,12081225246615.0,18197027666339.74,66.39120117931378
1461,1461,1461,2018,Hacienda,13,Ministerio de hacienda y crédito público,1301,Inversión,2042738262459.0,3076820762651.72,66.39120117931378
1462,1462,1462,2018,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Funcionamiento,12823840090.0,19315571735.725216,66.39120117931378
1463,1463,1463,2018,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Inversión,9680000000.0,14580245315.72431,66.39120117931378
1464,1464,1464,2018,Hacienda,13,Superintendencia de la economía solidaria,1309,Funcionamiento,15322277178.0,23078776864.74835,66.39120117931378
1465,1465,1465,2018,Hacienda,13,Superintendencia de la economía solidaria,1309,Inversión,11128800037.0,16762462253.00638,66.39120117931378
1466,1466,1466,2018,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Funcionamiento,1283781439024.0,1933662015779.286,66.39120117931378
1467,1467,1467,2018,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Inversión,227733345457.0,343017359848.5176,66.39120117931378
1468,1468,1468,2018,Hacienda,13,Unidad de información y análisis financiero,1312,Funcionamiento,8866460578.0,13354872965.851112,66.39120117931378
1469,1469,1469,2018,Hacienda,13,Unidad de información y análisis financiero,1312,Inversión,1379072000.0,2077190916.1205118,66.39120117931378
1470,1470,1470,2018,Hacienda,13,Superintendencia financiera de colombia,1313,Funcionamiento,198364593623.0,298781450100.96094,66.39120117931378
1471,1471,1471,2018,Hacienda,13,Superintendencia financiera de colombia,1313,Inversión,20950240887.0,31555749127.68364,66.39120117931378
1472,1472,1472,2018,Hacienda,13,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),1314,Funcionamiento,173505750000.0,261338470938.9187,66.39120117931378
1473,1473,1473,2018,Hacienda,13,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),1314,Inversión,6634041074.0,9992349823.709831,66.39120117931378
1474,1474,1474,2018,Hacienda,13,Fondo adaptación,1315,Funcionamiento,26714983095.0,40238740406.046265,66.39120117931378
1475,1475,1475,2018,Hacienda,13,Fondo adaptación,1315,Inversión,700000000000.0,1054356582748.6587,66.39120117931378
1476,1476,1476,2018,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,1401,Deuda,47316705869732.0,71269543296762.9,66.39120117931378
1477,1477,1477,2018,Defensa y policía,15,Ministerio de defensa nacional,1501,Funcionamiento,12935139414000.0,19483213414175.04,66.39120117931378
1478,1478,1478,2018,Defensa y policía,15,Ministerio de defensa nacional,1501,Inversión,684961725639.0,1031705577654.8007,66.39120117931378
1479,1479,1479,2018,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Funcionamiento,2880321119000.0,4338407903210.904,66.39120117931378
1480,1480,1480,2018,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Inversión,5500000000.0,8284230293.025176,66.39120117931378
1481,1481,1481,2018,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Funcionamiento,25481000000.0,38380085835.740814,66.39120117931378
1482,1482,1482,2018,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Inversión,13593000000.0,20474098613.28931,66.39120117931378
1483,1483,1483,2018,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Funcionamiento,28011000000.0,42190831770.5324,66.39120117931378
1484,1484,1484,2018,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Inversión,1308504084.0,1970899849.3127198,66.39120117931378
