,Unnamed: 0.1,Unnamed: 0,Año,Sector,Código de sector,Entidad,Código de entidad,Tipo de gasto,Apropiación a precios corrientes,Apropiación a precios constantes (2025),Indice_base_2025
0,0,0,2013,Congreso de la república,1,Congreso de la república,101,Funcionamiento,383435000000.0,717169356720.0514,53.46505625304829
1,1,1,2013,Congreso de la república,1,Congreso de la república,101,Inversión,71142317260.0,133063204728.12344,53.46505625304829
2,2,2,2013,Presidencia de la república,2,Presidencia de la república,201,Funcionamiento,153380609752.0,286880105439.4384,53.46505625304829
3,3,3,2013,Presidencia de la república,2,Presidencia de la república,201,Inversión,105666752705.0,197637036431.57663,53.46505625304829
4,4,4,2013,Presidencia de la república,2,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",209,Funcionamiento,23052000000.0,43116011869.314545,53.46505625304829
5,5,5,2013,Presidencia de la república,2,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",209,Inversión,50153000000.0,93805194485.58618,53.46505625304829
6,6,6,2013,Presidencia de la república,2,Unidad nacional para la gestión del riesgo de desastres,211,Funcionamiento,30449000000.0,56951216614.9904,53.46505625304829
7,7,7,2013,Presidencia de la república,2,Unidad nacional para la gestión del riesgo de desastres,211,Inversión,2392812678.0,4475470233.63241,53.46505625304829
8,8,8,2013,Presidencia de la república,2,Agencia para la reincorporación y la normalización - arn,212,Funcionamiento,152256000000.0,284776657260.73035,53.46505625304829
9,9,9,2013,Presidencia de la república,2,Agencia para la reincorporación y la normalización - arn,212,Inversión,4290000000.0,8023932453.555414,53.46505625304829
10,10,10,2013,Planeación,3,Departamento administrativo nacional de planeación,301,Funcionamiento,80672065183.0,150887459654.36163,53.46505625304829
11,11,11,2013,Planeación,3,Departamento administrativo nacional de planeación,301,Inversión,355962638202.0,665785586228.9585,53.46505625304829
12,12,12,2013,Planeación,3,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,303,Funcionamiento,8831000000.0,16517330418.962208,53.46505625304829
13,13,13,2013,Planeación,3,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,303,Inversión,15500000000.0,28990898142.216534,53.46505625304829
14,14,14,2013,Planeación,3,Superintendencia de servicios públicos domiciliarios,324,Funcionamiento,61151162000.0,114375942504.52788,53.46505625304829
15,15,15,2013,Planeación,3,Superintendencia de servicios públicos domiciliarios,324,Inversión,24814400000.0,46412370507.11083,53.46505625304829
16,16,16,2013,Planeación,3,Fondo nacional de regalías en liquidación,325,Funcionamiento,3342000000.0,6250811715.566945,53.46505625304829
17,17,17,2013,Planeación,3,Fondo nacional de regalías en liquidación,325,Inversión,408265000000.0,763610905163.3569,53.46505625304829
18,18,18,2013,Información estadistíca,4,Departamento administrativo nacional de estadística (dane),401,Funcionamiento,73805588071.0,138044534586.6292,53.46505625304829
19,19,19,2013,Información estadistíca,4,Departamento administrativo nacional de estadística (dane),401,Inversión,113181260052.0,211692024630.6615,53.46505625304829
20,20,20,2013,Información estadistíca,4,Fondo rotatorio del dane,402,Funcionamiento,1873400000.0,3503970876.105061,53.46505625304829
21,21,21,2013,Información estadistíca,4,Fondo rotatorio del dane,402,Inversión,9500000000.0,17768614990.390778,53.46505625304829
22,22,22,2013,Información estadistíca,4,Instituto geográfico agustín codazzi - igac,403,Funcionamiento,80240000000.0,150079333350.4164,53.46505625304829
23,23,23,2013,Información estadistíca,4,Instituto geográfico agustín codazzi - igac,403,Inversión,145396846425.0,271947429993.97897,53.46505625304829
24,24,24,2013,Empleo público,5,Departamento administrativo de la función pública,501,Funcionamiento,13632550000.0,25498056030.23703,53.46505625304829
25,25,25,2013,Empleo público,5,Departamento administrativo de la función pública,501,Inversión,5773000000.0,10797706772.58168,53.46505625304829
26,26,26,2013,Empleo público,5,Escuela superior de administración pública (esap),503,Funcionamiento,51383000000.0,96105762531.71046,53.46505625304829
27,27,27,2013,Empleo público,5,Escuela superior de administración pública (esap),503,Inversión,86215272000.0,161255365732.61246,53.46505625304829
28,28,28,2013,Departamento administrativo de seguridad (das),6,Departamento administrativo de seguridad (das) en supresión,601,Funcionamiento,74142862180.0,138675365511.79214,53.46505625304829
29,29,29,2013,Departamento administrativo de seguridad (das),6,Fondo rotatorio del departamento administrativo de seguridad,602,Funcionamiento,20991096000.0,39261337163.19283,53.46505625304829
30,30,30,2013,Departamento administrativo de seguridad (das),6,Fondo rotatorio del departamento administrativo de seguridad,602,Inversión,8536540820.0,15966579703.193134,53.46505625304829
31,31,31,2013,Relaciones exteriores,11,Ministerio de relaciones exteriores,1101,Funcionamiento,234237000000.0,438112323105.70154,53.46505625304829
32,32,32,2013,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Funcionamiento,232440000000.0,434751249301.7297,53.46505625304829
33,33,33,2013,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Inversión,48255000000.0,90255212248.55864,53.46505625304829
34,34,34,2013,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Funcionamiento,70433000000.0,131736511538.75723,53.46505625304829
35,35,35,2013,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Inversión,13130000000.0,24558096297.24536,53.46505625304829
36,36,36,2013,Justicia y el derecho,12,Ministerio de justicia y del derecho,1201,Funcionamiento,54680087196.0,102272570213.33899,53.46505625304829
37,37,37,2013,Justicia y el derecho,12,Ministerio de justicia y del derecho,1201,Inversión,52369975978.0,97951783179.9048,53.46505625304829
38,38,38,2013,Justicia y el derecho,12,Superintendencia de notariado y registro,1204,Funcionamiento,374715717755.0,700860981014.3718,53.46505625304829
39,39,39,2013,Justicia y el derecho,12,Superintendencia de notariado y registro,1204,Inversión,355311000000.0,664566774826.3934,53.46505625304829
40,40,40,2013,Justicia y el derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Funcionamiento,886834038549.0,1658717114879.0056,53.46505625304829
41,41,41,2013,Justicia y el derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Inversión,4430632570.0,8286968873.706908,53.46505625304829
42,42,42,2013,Justicia y el derecho,12,Dirección nacional de estupefacientes en liquidación,1209,Funcionamiento,231492057800.0,432978236671.7355,53.46505625304829
43,43,43,2013,Justicia y el derecho,12,Dirección nacional de estupefacientes en liquidación,1209,Inversión,59808000000.0,111863718457.39912,53.46505625304829
44,44,44,2013,Justicia y el derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Funcionamiento,24839769682.0,46459821466.2568,53.46505625304829
45,45,45,2013,Justicia y el derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Inversión,1072000000.0,2005047923.1262014,53.46505625304829
46,46,46,2013,Justicia y el derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Funcionamiento,381636487014.0,713805453056.5302,53.46505625304829
47,47,47,2013,Justicia y el derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Inversión,124900515028.0,233611490908.8473,53.46505625304829
48,48,48,2013,Hacienda,13,Ministerio de hacienda y crédito público,1301,Funcionamiento,10196721395655.0,19071749120386.715,53.46505625304829
49,49,49,2013,Hacienda,13,Ministerio de hacienda y crédito público,1301,Inversión,1281520325472.0,2396930659544.447,53.46505625304829
50,50,50,2013,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Funcionamiento,9968562438.0,18645005049.31508,53.46505625304829
51,51,51,2013,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Inversión,8925290168.0,16693688912.917074,53.46505625304829
52,52,52,2013,Hacienda,13,Superintendencia de la economía solidaria,1309,Funcionamiento,8003640406.0,14969853146.92094,53.46505625304829
53,53,53,2013,Hacienda,13,Superintendencia de la economía solidaria,1309,Inversión,4041000000.0,7558207702.754645,53.46505625304829
54,54,54,2013,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Funcionamiento,1003604100000.0,1877121563755.5415,53.46505625304829
55,55,55,2013,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Inversión,393499045796.0,735992951982.6603,53.46505625304829
56,56,56,2013,Hacienda,13,Unidad de información y análisis financiero,1312,Funcionamiento,6676112721.0,12486871218.094648,53.46505625304829
57,57,57,2013,Hacienda,13,Superintendencia financiera de colombia,1313,Funcionamiento,165774000000.0,310060461201.79376,53.46505625304829
58,58,58,2013,Hacienda,13,Superintendencia financiera de colombia,1313,Inversión,14897359000.0,27863730152.06663,53.46505625304829
59,59,59,2013,Hacienda,13,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),1314,Funcionamiento,167013000000.0,312377862672.64575,53.46505625304829
60,60,60,2013,Hacienda,13,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),1314,Inversión,6450000000.0,12063954388.212685,53.46505625304829
61,61,61,2013,Hacienda,13,Fondo adaptación,1315,Funcionamiento,20643000000.0,38610265183.85651,53.46505625304829
62,62,62,2013,Hacienda,13,Fondo adaptación,1315,Inversión,1860000000000.0,3478907777065.9834,53.46505625304829
63,63,63,2013,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,1401,Deuda,45109198935564.0,84371367201156.02,53.46505625304829
64,64,64,2013,Defensa y policía,15,Ministerio de defensa nacional,1501,Funcionamiento,10273024534968.0,19214465026177.332,53.46505625304829
65,65,65,2013,Defensa y policía,15,Ministerio de defensa nacional,1501,Inversión,2372393000000.0,4437277665568.226,53.46505625304829
66,66,66,2013,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Funcionamiento,1755362257450.0,3283195381188.6597,53.46505625304829
67,67,67,2013,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Inversión,9040000000.0,16908239948.750803,53.46505625304829
68,68,68,2013,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Funcionamiento,20903385000.0,39097284216.93787,53.46505625304829
69,69,69,2013,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Inversión,48316000000.0,90369305460.6022,53.46505625304829
70,70,70,2013,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Funcionamiento,22393573000.0,41884502831.180016,53.46505625304829
71,71,71,2013,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Inversión,1707000000.0,3192739556.694427,53.46505625304829
72,72,72,2013,Defensa y policía,15,Club militar de oficiales,1510,Funcionamiento,36746653072.0,68730224275.98195,53.46505625304829
73,73,73,2013,Defensa y policía,15,Caja de sueldos de retiro de la policía nacional,1511,Funcionamiento,2161155900000.0,4042183907506.4707,53.46505625304829
74,74,74,2013,Defensa y policía,15,Caja de sueldos de retiro de la policía nacional,1511,Inversión,1950000000.0,3647242024.34337,53.46505625304829
75,75,75,2013,Defensa y policía,15,Fondo rotatorio de la policía,1512,Funcionamiento,313287000000.0,585965903631.0059,53.46505625304829
76,76,76,2013,Defensa y policía,15,Fondo rotatorio de la policía,1512,Inversión,8000000000.0,14963044202.43434,53.46505625304829
77,77,77,2013,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Funcionamiento,10150100000.0,18984549369.891094,53.46505625304829
78,78,78,2013,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Inversión,500000000.0,935190262.6521465,53.46505625304829
79,79,79,2013,Defensa y policía,15,Hospital militar,1519,Funcionamiento,205925008000.0,385158124636.33057,53.46505625304829
80,80,80,2013,Defensa y policía,15,Hospital militar,1519,Inversión,9197000000.0,17201889691.223576,53.46505625304829
81,81,81,2013,Defensa y policía,15,Agencia logística de las fuerzas militares,1520,Funcionamiento,952944357669.0,1782368568282.7056,53.46505625304829
82,82,82,2013,Defensa y policía,15,Agencia logística de las fuerzas militares,1520,Inversión,25800000000.0,48255817552.85074,53.46505625304829
83,83,83,2013,Defensa y policía,15,Policía nacional,1601,Funcionamiento,6908123036777.0,12920818794393.648,53.46505625304829
84,84,84,2013,Defensa y policía,15,Policía nacional,1601,Inversión,432087000000.0,808167110037.1558,53.46505625304829
85,85,85,2013,Agricultura y desarrollo rural,17,Ministerio de agricultura y desarrollo rural,1701,Funcionamiento,180864126000.0,338284738996.5817,53.46505625304829
86,86,86,2013,Agricultura y desarrollo rural,17,Ministerio de agricultura y desarrollo rural,1701,Inversión,1408671305470.0,2634751376306.062,53.46505625304829
87,87,87,2013,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Funcionamiento,93744772000.0,175338395897.8911,53.46505625304829
88,88,88,2013,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Deuda,238960000.0,446946130.32671374,53.46505625304829
89,89,89,2013,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Inversión,169449000000.0,316934109632.28705,53.46505625304829
90,90,90,2013,Agricultura y desarrollo rural,17,Instituto colombiano de desarrollo rural - incoder en liquidación,1713,Funcionamiento,50969057000.0,95331531605.92441,53.46505625304829
91,91,91,2013,Agricultura y desarrollo rural,17,Instituto colombiano de desarrollo rural - incoder en liquidación,1713,Deuda,51000000.0,95389406.79051892,53.46505625304829
92,92,92,2013,Agricultura y desarrollo rural,17,Instituto colombiano de desarrollo rural - incoder en liquidación,1713,Inversión,446764000000.0,835618685007.0469,53.46505625304829
93,93,93,2013,Agricultura y desarrollo rural,17,Autoridad nacional de acuicultura y pesca - aunap,1715,Funcionamiento,10066545000.0,18828269725.099297,53.46505625304829
94,94,94,2013,Agricultura y desarrollo rural,17,Autoridad nacional de acuicultura y pesca - aunap,1715,Inversión,9869707320.0,18460108361.78122,53.46505625304829
95,95,95,2013,Agricultura y desarrollo rural,17,Unidad administrativa especial de gestión de restitución de tierras despojadas,1716,Funcionamiento,48835000000.0,91340032953.23512,53.46505625304829
96,96,96,2013,Agricultura y desarrollo rural,17,Unidad administrativa especial de gestión de restitución de tierras despojadas,1716,Inversión,202918632770.0,379535058954.3814,53.46505625304829
97,97,97,2013,Salud y protección social,19,Ministerio de salud y protección social,1901,Funcionamiento,6976310393341.0,13048355098182.936,53.46505625304829
98,98,98,2013,Salud y protección social,19,Ministerio de salud y protección social,1901,Inversión,3508640585375.0,6562493021177.652,53.46505625304829
99,99,99,2013,Salud y protección social,19,Instituto nacional de salud (ins),1903,Funcionamiento,29997173076.0,56106128335.53265,53.46505625304829
100,100,100,2013,Salud y protección social,19,Instituto nacional de salud (ins),1903,Inversión,37395759708.0,69944300686.80214,53.46505625304829
101,101,101,2013,Salud y protección social,19,Superintendencia nacional de salud,1910,Funcionamiento,72544600000.0,135686007055.98976,53.46505625304829
102,102,102,2013,Salud y protección social,19,Superintendencia nacional de salud,1910,Inversión,31623727546.0,59148404139.56731,53.46505625304829
103,103,103,2013,Salud y protección social,19,Instituto nacional de vigilancia de medicamentos y alimentos - invima,1912,Funcionamiento,97653500000.0,182649204627.80273,53.46505625304829
104,104,104,2013,Salud y protección social,19,Instituto nacional de vigilancia de medicamentos y alimentos - invima,1912,Inversión,59990871333.0,112205757437.27878,53.46505625304829
105,105,105,2013,Salud y protección social,19,Fondo de previsión social del congreso,1913,Funcionamiento,318542901000.0,595796438504.3333,53.46505625304829
106,106,106,2013,Salud y protección social,19,Fondo de previsión social del congreso,1913,Inversión,636600000.0,1190684242.4087124,53.46505625304829
107,107,107,2013,Salud y protección social,19,Fondo pasivo social de ferrocarriles nacionales de colombia,1914,Funcionamiento,416498052456.0,779009846140.868,53.46505625304829
108,108,108,2013,Salud y protección social,19,Unidad administrativa especial comisión de regulación en salud - cres,1915,Funcionamiento,10484091000.0,19609239631.918003,53.46505625304829
109,109,109,2013,Salud y protección social,19,Unidad administrativa especial comisión de regulación en salud - cres,1915,Inversión,6945000000.0,12989792748.238312,53.46505625304829
110,110,110,2013,Minas y energía,21,Ministerio de minas y energía,2101,Funcionamiento,59648400000.0,111565205725.56058,53.46505625304829
111,111,111,2013,Minas y energía,21,Ministerio de minas y energía,2101,Inversión,2596610450000.0,4856649617481.614,53.46505625304829
112,112,112,2013,Minas y energía,21,Servicio geológico colombiano,2103,Funcionamiento,36702300000.0,68647267153.87573,53.46505625304829
113,113,113,2013,Minas y energía,21,Servicio geológico colombiano,2103,Inversión,133653400000.0,249982716500.7047,53.46505625304829
114,114,114,2013,Minas y energía,21,Unidad de planeación minero energética - upme,2109,Funcionamiento,10952601000.0,20485531611.82832,53.46505625304829
115,115,115,2013,Minas y energía,21,Unidad de planeación minero energética - upme,2109,Inversión,30742260000.0,57499724407.84113,53.46505625304829
116,116,116,2013,Minas y energía,21,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,2110,Funcionamiento,22400200000.0,41896897842.921196,53.46505625304829
117,117,117,2013,Minas y energía,21,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,2110,Inversión,36668600000.0,68584235330.17298,53.46505625304829
118,118,118,2013,Minas y energía,21,Agencia nacional de hidrocarburos - anh,2111,Funcionamiento,251008863000.0,469482089033.97314,53.46505625304829
119,119,119,2013,Minas y energía,21,Agencia nacional de hidrocarburos - anh,2111,Inversión,313820000000.0,586962816450.993,53.46505625304829
120,120,120,2013,Minas y energía,21,Agencia nacional de minería - anm,2112,Funcionamiento,62949500000.0,117739518877.64256,53.46505625304829
121,121,121,2013,Minas y energía,21,Agencia nacional de minería - anm,2112,Inversión,16408700000.0,30690512925.56054,53.46505625304829
122,122,122,2013,Educación,22,Ministerio de educación nacional,2201,Funcionamiento,23403735052458.0,43773890261498.875,53.46505625304829
123,123,123,2013,Educación,22,Ministerio de educación nacional,2201,Inversión,1496076676026.0,2798232679201.01,53.46505625304829
124,124,124,2013,Igualdad y equidad,46,Instituto nacional para sordos (insor),4603,Funcionamiento,3557826459.0,6654489321.325931,53.46505625304829
125,125,125,2013,Igualdad y equidad,46,Instituto nacional para sordos (insor),4603,Inversión,8259472410.0,15448356344.95211,53.46505625304829
126,126,126,2013,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Funcionamiento,3676117399.0,6875738391.821869,53.46505625304829
127,127,127,2013,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Inversión,1543562139.0,2887048564.3826375,53.46505625304829
128,128,128,2013,Educación,22,Escuela tecnológica instituto técnico central,2234,Funcionamiento,12710813248.0,23774057559.839,53.46505625304829
129,129,129,2013,Educación,22,Escuela tecnológica instituto técnico central,2234,Inversión,4069792971.0,7612061514.978697,53.46505625304829
130,130,130,2013,Educación,22,Instituto nacional de formación técnica profesional de san andrés y providencia,2238,Funcionamiento,2588567943.0,4841607069.014192,53.46505625304829
131,131,131,2013,Educación,22,Instituto nacional de formación técnica profesional de san andrés y providencia,2238,Inversión,786950000.0,1471895954.388213,53.46505625304829
132,132,132,2013,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Funcionamiento,3265827018.0,6108339253.479791,53.46505625304829
133,133,133,2013,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Inversión,1698315701.0,3176496612.9689074,53.46505625304829
134,134,134,2013,Educación,22,Instituto tolimense de formación técnica profesional,2241,Funcionamiento,9748127797.0,18232708389.68623,53.46505625304829
135,135,135,2013,Educación,22,Instituto tolimense de formación técnica profesional,2241,Inversión,600740000.0,1123612396.7713006,53.46505625304829
136,136,136,2013,Educación,22,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2242,Funcionamiento,4157198202.0,7775542556.85082,53.46505625304829
137,137,137,2013,Educación,22,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2242,Inversión,287116568.0,537017237.2794056,53.46505625304829
138,138,138,2013,Tecnologías de la información y las comunicaciones,23,Ministerio de tecnologías de la información y las comunicaciones,2301,Funcionamiento,64534400000.0,120703884972.19731,53.46505625304829
139,139,139,2013,Tecnologías de la información y las comunicaciones,23,Ministerio de tecnologías de la información y las comunicaciones,2301,Inversión,8550000000.0,15991753491.3517,53.46505625304829
140,140,140,2013,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Funcionamiento,346709700000.0,648479070814.0936,53.46505625304829
141,141,141,2013,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Inversión,993315800000.0,1857878527797.0535,53.46505625304829
142,142,142,2013,Tecnologías de la información y las comunicaciones,23,Agencia nacional del espectro - ane,2309,Funcionamiento,9664000000.0,18075357396.54068,53.46505625304829
143,143,143,2013,Tecnologías de la información y las comunicaciones,23,Agencia nacional del espectro - ane,2309,Inversión,18500000000.0,34602039718.12941,53.46505625304829
144,144,144,2013,Transporte,24,Ministerio de transporte,2401,Funcionamiento,101182300000.0,189249403425.4965,53.46505625304829
145,145,145,2013,Transporte,24,Ministerio de transporte,2401,Inversión,141894300000.0,265396335371.68484,53.46505625304829
146,146,146,2013,Transporte,24,Instituto nacional de vías,2402,Funcionamiento,118498600000.0,221637473715.8232,53.46505625304829
147,147,147,2013,Transporte,24,Instituto nacional de vías,2402,Deuda,59180100000.0,110689306525.56058,53.46505625304829
148,148,148,2013,Transporte,24,Instituto nacional de vías,2402,Inversión,3764202787083.0,7040491586256.183,53.46505625304829
149,149,149,2013,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Funcionamiento,251504300000.0,470408744750.28827,53.46505625304829
150,150,150,2013,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Deuda,1212600000.0,2268023424.983985,53.46505625304829
151,151,151,2013,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Inversión,454754397562.0,850563768996.4506,53.46505625304829
152,152,152,2013,Transporte,24,Agencia nacional de infraestructura,2413,Funcionamiento,79156720000.0,148053187534.96478,53.46505625304829
153,153,153,2013,Transporte,24,Agencia nacional de infraestructura,2413,Deuda,296770295000.0,555073380256.8098,53.46505625304829
154,154,154,2013,Transporte,24,Agencia nacional de infraestructura,2413,Inversión,2818364111869.0,5271413348056.306,53.46505625304829
155,155,155,2013,Organismos de control,25,Procuraduría general de la nación,2501,Funcionamiento,426007000000.0,796795196443.3058,53.46505625304829
156,156,156,2013,Organismos de control,25,Procuraduría general de la nación,2501,Inversión,34352000000.0,64251311805.25305,53.46505625304829
157,157,157,2013,Organismos de control,25,Defensoría del pueblo,2502,Funcionamiento,302406000000.0,565614293135.1699,53.46505625304829
158,158,158,2013,Organismos de control,25,Defensoría del pueblo,2502,Inversión,15382000000.0,28770193240.230625,53.46505625304829
159,159,159,2013,Organismos de control,25,Contraloría general de la república,2601,Funcionamiento,386614000000.0,723115296409.9935,53.46505625304829
160,160,160,2013,Organismos de control,25,Contraloría general de la república,2601,Inversión,70071000000.0,131059433788.59706,53.46505625304829
161,161,161,2013,Organismos de control,25,Fondo de bienestar social de la contraloría general de la república,2602,Funcionamiento,52864000000.0,98875796089.68613,53.46505625304829
162,162,162,2013,Organismos de control,25,Fondo de bienestar social de la contraloría general de la república,2602,Inversión,6200000000.0,11596359256.886612,53.46505625304829
163,163,163,2013,Rama judicial,27,Rama judicial,2701,Funcionamiento,2342136081106.0,4380685713713.177,53.46505625304829
164,164,164,2013,Rama judicial,27,Rama judicial,2701,Inversión,331910058937.0,620798110388.3647,53.46505625304829
165,165,165,2013,Registraduría,28,Registraduría nacional del estado civil,2801,Funcionamiento,345766000000.0,646713992712.3639,53.46505625304829
166,166,166,2013,Registraduría,28,Registraduría nacional del estado civil,2801,Inversión,46489944685.0,86953887161.29779,53.46505625304829
167,167,167,2013,Registraduría,28,Fondo rotatorio de la registraduría,2802,Funcionamiento,16878000000.0,31568282506.08585,53.46505625304829
168,168,168,2013,Registraduría,28,Fondo rotatorio de la registraduría,2802,Inversión,29459000000.0,55099539894.93915,53.46505625304829
169,169,169,2013,Registraduría,28,Fondo social de vivienda de la registraduría nacional del estado civil,2803,Funcionamiento,9513000000.0,17792929937.219734,53.46505625304829
170,170,170,2013,Fiscalía,29,Fiscalía general de la nación,2901,Funcionamiento,1905322069125.0,3563677292523.8784,53.46505625304829
171,171,171,2013,Fiscalía,29,Fiscalía general de la nación,2901,Inversión,143935072868.0,269213357200.56143,53.46505625304829
172,172,172,2013,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Funcionamiento,136805310246.0,255877988042.33017,53.46505625304829
173,173,173,2013,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Inversión,36330000000.0,67950924484.30494,53.46505625304829
174,174,174,2013,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Funcionamiento,133450392000.0,249603014291.02374,53.46505625304829
175,175,175,2013,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Inversión,140576000000.0,262930612725.17618,53.46505625304829
176,176,176,2013,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales - ideam",3202,Funcionamiento,38264100000.0,71568427458.29597,53.46505625304829
177,177,177,2013,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales - ideam",3202,Inversión,22550000000.0,42177080845.61179,53.46505625304829
178,178,178,2013,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Funcionamiento,19735290000.0,36912502077.232544,53.46505625304829
179,179,179,2013,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Inversión,35760000000.0,66884807584.8815,53.46505625304829
180,180,180,2013,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de los valles del sinú y san jorge (cvs),3208,Funcionamiento,2351270000.0,4397769617.7322235,53.46505625304829
181,181,181,2013,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del quindío (crq),3209,Funcionamiento,3930300000.0,7351156578.60346,53.46505625304829
182,182,182,2013,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del urabá (corpourabá),3210,Funcionamiento,2618525000.0,4897638165.022423,53.46505625304829
183,183,183,2013,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del urabá (corpourabá),3210,Inversión,1000000000.0,1870380525.304293,53.46505625304829
184,184,184,2013,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de caldas (corpocaldas),3211,Funcionamiento,2662415000.0,4979729166.2780285,53.46505625304829
185,185,185,2013,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),3212,Funcionamiento,1467200000.0,2744222306.726458,53.46505625304829
186,186,186,2013,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),3212,Inversión,657000000.0,1228840005.1249201,53.46505625304829
187,187,187,2013,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del tolima (cortolima),3214,Funcionamiento,1506500000.0,2817728261.3709164,53.46505625304829
188,188,188,2013,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de risaralda (carder),3215,Funcionamiento,1914693000.0,3581204499.1364517,53.46505625304829
189,189,189,2013,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de nariño (corponariño),3216,Funcionamiento,1831900000.0,3426350084.304933,53.46505625304829
190,190,190,2013,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la frontera nororiental (corponor),3217,Funcionamiento,2620340000.0,4901032905.675849,53.46505625304829
191,191,191,2013,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la guajira (corpoguajira),3218,Funcionamiento,2782340000.0,5204034550.775145,53.46505625304829
192,192,192,2013,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cesar (corpocesar),3219,Funcionamiento,2064166000.0,3860775887.39526,53.46505625304829
193,193,193,2013,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cauca (crc),3221,Funcionamiento,5063400000.0,9470484751.825756,53.46505625304829
194,194,194,2013,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del magdalena (corpamag),3222,Funcionamiento,3463235000.0,6477567298.552212,53.46505625304829
